Weekly Relative SST data starts week centered on 9Sept1981

                Nino1+2      Nino3      Nino34     Nino4
 Week             SSTA       SSTA       SSTA       SSTA
 06JUN2012         1.5        0.4       -0.1       -0.5
 13JUN2012         1.8        0.8        0.4       -0.6
 20JUN2012         1.4        0.9        0.6       -0.3
 27JUN2012         0.9        0.8        0.5       -0.3
 04JUL2012         0.2        0.6        0.4        0.0
 11JUL2012         0.3        0.5        0.0       -0.2
 18JUL2012         0.6        0.7        0.2       -0.3
 25JUL2012         0.1        0.9        0.5       -0.4
 01AUG2012        -0.5        0.8        0.6       -0.2
 08AUG2012        -0.6        0.6        0.7        0.2
 15AUG2012         0.2        0.9        0.5        0.2
 22AUG2012         0.6        0.7        0.5        0.1
 29AUG2012         0.4        0.9        1.3        0.2
 05SEP2012         0.7        0.7        1.1        0.2
 12SEP2012         0.6        0.3        0.2       -0.1
 19SEP2012         0.5        0.3        0.0       -0.1
 26SEP2012         0.2        0.2        0.2        0.3
 03OCT2012        -0.4        0.1        0.3        0.2
 10OCT2012        -1.0       -0.1        0.3        0.1
 17OCT2012        -0.8        0.0        0.4        0.4
 24OCT2012        -0.2       -0.1        0.4        0.6
 31OCT2012        -0.2        0.1        0.4        0.4
 07NOV2012         0.2        0.2        0.7        0.4
 14NOV2012         0.1        0.3        1.0        0.7
 21NOV2012        -0.7        0.2        0.4        0.2
 28NOV2012        -1.1       -0.4       -0.4       -0.2
 05DEC2012        -0.8       -0.7       -0.8       -0.4
 12DEC2012        -0.8       -0.9       -0.6        0.1
 19DEC2012        -0.3       -0.9       -0.8       -0.2
 26DEC2012        -0.7       -1.3       -0.6       -0.1
 02JAN2013        -0.6       -1.1       -0.6       -0.2
 09JAN2013        -0.4       -1.0       -0.9       -0.4
 16JAN2013        -0.3       -0.6       -0.5       -0.3
 23JAN2013        -0.1       -0.7       -0.5        0.0
 30JAN2013        -0.4       -1.0       -0.6        0.2
 06FEB2013        -0.2       -0.9       -0.7        0.0
 13FEB2013         0.3       -0.8       -0.7        0.0
 20FEB2013        -0.4       -0.9       -0.9        0.0
 27FEB2013        -0.6       -0.6       -0.6       -0.2
 06MAR2013        -0.2       -0.1       -0.2       -0.2
 13MAR2013         0.0       -0.1       -0.7       -0.8
 20MAR2013        -0.7        0.1       -0.5       -1.0
 27MAR2013        -1.3        0.2       -0.1       -0.9
 03APR2013        -1.7        0.2        0.6        0.1
 10APR2013        -1.5        0.2        0.5        0.0
 17APR2013        -1.3        0.0       -0.1       -0.5
 24APR2013        -1.2       -0.2       -0.3       -0.7
 01MAY2013        -1.3       -0.4       -0.2       -0.4
 08MAY2013        -1.3       -0.6       -0.2       -0.1
 15MAY2013        -1.4       -0.9       -0.6       -0.4
 22MAY2013        -1.7       -1.2       -0.7       -0.5
 29MAY2013        -1.7       -1.1       -0.4       -0.2
 05JUN2013        -1.6       -1.0       -0.4        0.0
 12JUN2013        -1.6       -0.7       -0.3       -0.2
 19JUN2013        -2.1       -0.7       -0.3       -0.6
 26JUN2013        -2.6       -0.6        0.0       -0.2
 03JUL2013        -2.1       -0.7       -0.2       -0.1
 10JUL2013        -1.7       -0.6       -0.3       -0.1
 17JUL2013        -2.2       -0.5       -0.2       -0.1
 24JUL2013        -1.7       -0.4       -0.1       -0.1
 31JUL2013        -1.4       -0.6       -0.3       -0.2
 07AUG2013        -1.2       -0.7       -0.4       -0.2
 14AUG2013        -1.1       -0.8       -0.6       -0.3
 21AUG2013        -0.8       -1.0       -0.8       -0.2
 28AUG2013        -1.0       -0.8       -0.3       -0.1
 04SEP2013        -0.8       -0.4        0.0        0.0
 11SEP2013        -0.7        0.0        0.1       -0.1
 18SEP2013        -1.0        0.1        0.1        0.0
 25SEP2013        -0.7       -0.2       -0.1        0.1
 02OCT2013        -0.7       -0.1       -0.1        0.0
 09OCT2013        -0.6        0.0       -0.1        0.1
 16OCT2013        -0.6        0.0       -0.2        0.2
 23OCT2013        -0.6       -0.2       -0.4        0.0
 30OCT2013        -1.2       -0.1       -0.2        0.2
 06NOV2013        -0.7       -0.1       -0.1        0.2
 13NOV2013        -0.8       -0.5       -0.1        0.2
 20NOV2013        -0.7       -0.5       -0.1        0.0
 27NOV2013        -0.4       -0.5       -0.4       -0.1
 04DEC2013         0.2       -0.3       -0.2       -0.3
 11DEC2013         0.1        0.0       -0.2       -0.4
 18DEC2013        -0.3        0.1       -0.1       -0.5
 25DEC2013         0.3        0.2       -0.4       -0.6
 01JAN2014         0.1       -0.2       -0.6       -0.5
 08JAN2014         0.1       -0.4       -0.9       -0.5
 15JAN2014         0.3       -0.4       -0.8       -0.5
 22JAN2014         0.3        0.1       -0.2       -0.3
 29JAN2014         0.2       -0.2       -0.4       -0.2
 05FEB2014        -0.2       -1.0       -1.4       -0.3
 12FEB2014        -0.9       -1.3       -1.2        0.1
 19FEB2014        -1.6       -0.8       -0.5        0.2
 26FEB2014        -1.1       -0.5       -1.0       -0.7
 05MAR2014        -0.5       -0.6       -1.3       -0.5
 12MAR2014        -1.0       -0.2       -0.7        0.0
 19MAR2014        -1.2       -0.1       -0.2        0.3
 26MAR2014        -0.8        0.4        0.2        0.3
 02APR2014        -0.7        0.3        0.3        0.5
 09APR2014        -1.0        0.1        0.3        0.3
 16APR2014        -1.0        0.1        0.2        0.2
 23APR2014        -0.5        0.1        0.0        0.1
 30APR2014         0.0        0.1        0.0        0.2
 07MAY2014         0.2        0.4        0.3        0.5
 14MAY2014         0.8        0.3        0.1        0.4
 21MAY2014         0.7        0.4        0.4        0.5
 28MAY2014         0.8        0.5        0.3        0.3
 04JUN2014         0.8        0.5        0.2        0.3
 11JUN2014         0.9        0.7        0.3        0.2
 18JUN2014         1.5        0.9        0.3       -0.3
 25JUN2014         1.2        0.9        0.1       -0.4
 02JUL2014         1.1        0.6       -0.2       -0.4
 09JUL2014         1.1        0.5        0.0       -0.1
 16JUL2014         1.4        0.3       -0.2        0.0
 23JUL2014         1.5        0.3       -0.4       -0.2
 30JUL2014         0.9        0.1       -0.2        0.1
 06AUG2014         1.0        0.2       -0.3        0.2
 13AUG2014         0.8        0.0       -0.4        0.1
 20AUG2014         1.0        0.1       -0.2        0.0
 27AUG2014         0.6        0.2        0.0        0.1
 03SEP2014         0.6        0.1        0.0        0.2
 10SEP2014         0.4        0.1        0.2        0.6
 17SEP2014         0.6        0.2        0.3        0.6
 24SEP2014         0.9        0.2        0.1        0.4
 01OCT2014         0.7        0.4        0.1        0.1
 08OCT2014         0.3        0.4        0.2        0.2
 15OCT2014         0.1        0.4        0.3        0.4
 22OCT2014         0.0        0.5        0.1        0.2
 29OCT2014        -0.3        0.5        0.3        0.4
 05NOV2014         0.4        0.7        0.6        0.7
 12NOV2014         0.9        0.8        0.6        0.7
 19NOV2014         0.7        0.8        0.6        0.6
 26NOV2014         0.3        0.6        0.5        0.5
 03DEC2014        -0.3        0.5        0.4        0.5
 10DEC2014        -0.4        0.7        0.5        0.6
 17DEC2014        -0.3        0.7        0.6        0.7
 24DEC2014        -0.4        0.6        0.4        0.7
 31DEC2014         0.0        0.5        0.1        0.5
 07JAN2015         0.0        0.3        0.1        0.4
 14JAN2015        -0.2        0.4        0.3        0.6
 21JAN2015        -0.2        0.7        0.6        0.8
 28JAN2015        -0.4        0.3        0.6        0.9
 04FEB2015        -1.0        0.1        0.7        0.8
 11FEB2015        -0.9        0.2        0.5        0.7
 18FEB2015        -0.8        0.0        0.4        0.9
 25FEB2015        -0.9        0.2        0.7        1.3
 04MAR2015        -1.0       -0.2        0.4        1.2
 11MAR2015        -0.6       -0.5        0.1        1.0
 18MAR2015         0.2        0.0        0.3        1.0
 25MAR2015         0.9        0.1        0.3        0.8
 01APR2015         0.8        0.3        0.5        0.8
 08APR2015         0.2        0.3        0.6        0.9
 15APR2015         0.6        1.0        1.0        1.1
 22APR2015         0.8        0.9        0.9        1.2
 29APR2015         0.9        0.6        0.8        1.1
 06MAY2015         1.3        0.6        0.6        0.8
 13MAY2015         1.3        0.7        0.6        0.7
 20MAY2015         1.3        0.5        0.5        0.8
 27MAY2015         1.2        0.6        0.8        0.9
 03JUN2015         1.4        0.6        0.7        1.0
 10JUN2015         1.8        0.8        0.6        0.7
 17JUN2015         1.7        1.2        0.9        0.7
 24JUN2015         1.8        1.4        1.0        0.7
 01JUL2015         2.1        1.4        1.0        0.6
 08JUL2015         2.1        1.6        1.0        0.7
 15JUL2015         2.3        1.6        1.1        0.7
 22JUL2015         2.1        1.4        0.8        0.6
 29JUL2015         1.8        1.3        0.9        0.4
 05AUG2015         1.8        1.4        1.1        0.3
 12AUG2015         1.1        1.5        1.3        0.3
 19AUG2015         1.3        1.6        1.4        0.5
 26AUG2015         1.3        1.5        1.4        0.3
 02SEP2015         1.8        1.5        1.2        0.1
 09SEP2015         1.4        1.4        1.1        0.2
 16SEP2015         1.6        1.8        1.5        0.3
 23SEP2015         1.9        2.0        1.5        0.3
 30SEP2015         1.9        1.8        1.5        0.4
 07OCT2015         2.0        1.9        1.6        0.3
 14OCT2015         1.6        2.0        1.8        0.2
 21OCT2015         1.5        2.1        2.0        0.6
 28OCT2015         1.4        2.3        2.1        0.5
 04NOV2015         1.7        2.3        2.2        0.9
 11NOV2015         1.5        2.3        2.4        1.1
 18NOV2015         1.5        2.5        2.7        1.3
 25NOV2015         1.6        2.5        2.5        1.2
 02DEC2015         1.8        2.3        2.1        0.9
 09DEC2015         1.9        2.2        1.9        0.9
 16DEC2015         1.7        2.2        2.0        0.9
 23DEC2015         1.7        2.2        2.0        0.9
 30DEC2015         1.5        2.2        1.9        0.8
 06JAN2016         0.9        2.1        1.8        0.6
 13JAN2016         0.5        2.3        2.1        0.5
 20JAN2016         0.1        2.0        2.1        0.5
 27JAN2016         0.3        1.9        2.2        0.8
 03FEB2016         0.5        1.9        2.2        1.0
 10FEB2016         0.3        1.6        2.1        1.0
 17FEB2016         0.3        1.4        1.8        0.9
 24FEB2016         0.5        1.4        1.6        0.8
 02MAR2016         0.2        1.3        1.6        0.7
 09MAR2016         0.3        1.2        1.3        0.8
 16MAR2016         0.6        1.1        1.1        0.6
 23MAR2016         0.6        0.9        0.9        0.6
 30MAR2016         0.8        0.9        0.8        0.4
 06APR2016         0.4        0.8        0.7        0.2
 13APR2016        -0.7        0.5        0.8        0.1
 20APR2016        -0.8       -0.1        0.7        0.4
 27APR2016        -0.7       -0.3        0.3        0.4
 04MAY2016         0.0       -0.4        0.1        0.3
 11MAY2016         0.2       -0.4       -0.1        0.2
 18MAY2016         0.0       -0.9       -0.5        0.1
 25MAY2016        -0.2       -0.8       -0.6        0.0
 01JUN2016        -0.1       -0.7       -0.7       -0.1
 08JUN2016         0.0       -0.5       -0.4        0.1
 15JUN2016         0.1       -0.2       -0.1        0.1
 22JUN2016        -0.2       -0.7       -0.7       -0.2
 29JUN2016        -0.6       -0.6       -0.7       -0.4
 06JUL2016        -0.4       -1.0       -0.8       -0.2
 13JUL2016        -0.2       -1.1       -1.0       -0.3
 20JUL2016         0.3       -0.9       -1.0       -0.3
 27JUL2016         0.1       -1.1       -1.0       -0.4
 03AUG2016         0.1       -0.9       -0.9       -0.4
 10AUG2016        -0.2       -1.1       -1.0       -0.5
 17AUG2016         0.1       -0.9       -0.9       -0.3
 24AUG2016         0.0       -1.0       -1.0       -0.5
 31AUG2016         0.1       -0.5       -0.9       -0.5
 07SEP2016         0.3       -0.5       -0.8       -0.4
 14SEP2016         0.3       -0.6       -0.9       -0.5
 21SEP2016         0.5       -0.4       -0.7       -0.5
 28SEP2016         0.3       -0.4       -0.9       -0.8
 05OCT2016         0.0       -0.9       -1.2       -1.0
 12OCT2016         0.7       -0.6       -1.0       -0.8
 19OCT2016        -0.1       -1.0       -1.2       -0.8
 26OCT2016         0.2       -0.9       -1.1       -0.8
 02NOV2016         0.2       -1.1       -1.2       -0.9
 09NOV2016         0.3       -1.0       -1.1       -0.7
 16NOV2016        -0.2       -0.8       -1.0       -0.8
 23NOV2016         0.0       -0.8       -1.0       -0.7
 30NOV2016        -0.2       -0.8       -0.9       -0.6
 07DEC2016         0.0       -0.9       -0.8       -0.4
 14DEC2016         0.3       -0.8       -0.9       -0.6
 21DEC2016         0.3       -0.6       -0.8       -0.6
 28DEC2016         0.2       -0.5       -0.5       -0.3
 04JAN2017         0.2       -0.7       -0.7       -0.3
 11JAN2017         0.5       -0.4       -0.6       -0.5
 18JAN2017         0.8       -0.2       -0.5       -0.5
 25JAN2017         1.4       -0.3       -0.8       -0.5
 01FEB2017         1.3        0.0       -0.8       -0.7
 08FEB2017         0.7        0.2       -0.5       -0.7
 15FEB2017         0.7        0.4        0.1       -0.3
 22FEB2017         1.1        0.4       -0.1       -0.4
 01MAR2017         2.0        0.2       -0.2       -0.4
 08MAR2017         1.6        0.0       -0.3       -0.4
 15MAR2017         2.1        0.3       -0.2       -0.6
 22MAR2017         1.6        0.2       -0.1       -0.4
 29MAR2017         1.4        0.4       -0.1       -0.5
 05APR2017         0.7        0.5        0.0       -0.4
 12APR2017         0.1        0.4        0.1       -0.3
 19APR2017         0.3        0.4        0.3       -0.2
 26APR2017         0.2        0.1        0.1       -0.3
 03MAY2017         0.2       -0.1       -0.1       -0.3
 10MAY2017         0.3        0.0        0.1       -0.2
 17MAY2017         0.3        0.0        0.0       -0.2
 24MAY2017        -0.4        0.0        0.2       -0.1
 31MAY2017        -0.4       -0.2        0.1       -0.1
 07JUN2017        -0.4       -0.3        0.0        0.1
 14JUN2017        -0.5       -0.3        0.2        0.3
 21JUN2017        -0.1       -0.2        0.2        0.2
 28JUN2017        -0.3       -0.2        0.2        0.3
 05JUL2017        -0.7       -0.3        0.2        0.1
 12JUL2017        -0.5       -0.2        0.0        0.0
 19JUL2017        -0.8       -0.2       -0.1       -0.1
 26JUL2017        -0.8       -0.2       -0.3       -0.3
 02AUG2017        -0.2       -0.1       -0.3       -0.4
 09AUG2017        -0.5       -0.2       -0.5       -0.3
 16AUG2017        -0.9       -0.5       -0.5       -0.3
 23AUG2017        -0.8       -0.6       -0.5       -0.2
 30AUG2017        -0.6       -0.6       -0.6       -0.3
 06SEP2017        -0.5       -0.9       -0.8       -0.3
 13SEP2017        -0.9       -0.8       -0.6       -0.4
 20SEP2017        -1.3       -1.1       -0.6       -0.3
 27SEP2017        -1.4       -0.6       -0.4       -0.4
 04OCT2017        -1.1       -0.2       -0.2       -0.2
 11OCT2017        -1.4       -0.7       -0.7       -0.4
 18OCT2017        -1.4       -1.0       -0.9       -0.6
 25OCT2017        -1.4       -0.8       -0.8       -0.5
 01NOV2017        -1.5       -0.9       -0.9       -0.3
 08NOV2017        -1.7       -1.4       -1.3       -0.7
 15NOV2017        -1.3       -1.2       -1.2       -0.8
 22NOV2017        -0.9       -1.5       -1.3       -0.6
 29NOV2017        -1.0       -1.5       -1.5       -0.8
 06DEC2017        -1.1       -1.3       -1.3       -0.7
 13DEC2017        -1.4       -1.4       -1.2       -0.6
 20DEC2017        -1.5       -1.6       -1.1       -0.5
 27DEC2017        -1.4       -1.3       -0.9       -0.4
 03JAN2018        -1.0       -1.6       -1.2       -0.2
 10JAN2018        -1.1       -1.5       -1.0       -0.2
 17JAN2018        -0.7       -1.2       -0.7       -0.3
 24JAN2018        -0.9       -1.2       -0.6       -0.4
 31JAN2018        -1.1       -1.1       -0.7       -0.4
 07FEB2018        -0.9       -1.1       -0.7       -0.3
 14FEB2018        -0.6       -1.1       -0.9       -0.3
 21FEB2018        -0.2       -0.9       -0.9       -0.3
 28FEB2018         0.1       -0.9       -1.0       -0.4
 07MAR2018        -0.5       -1.0       -1.0       -0.3
 14MAR2018        -1.0       -1.1       -0.9       -0.2
 21MAR2018        -1.1       -1.0       -1.1       -0.2
 28MAR2018        -1.2       -0.8       -0.8       -0.2
 04APR2018        -1.2       -0.7       -0.8       -0.1
 11APR2018        -1.4       -0.6       -0.6       -0.1
 18APR2018        -1.3       -0.7       -0.7        0.0
 25APR2018        -1.0       -0.6       -0.6        0.0
 02MAY2018        -0.7       -0.6       -0.5        0.1
 09MAY2018        -0.7       -0.5       -0.5        0.1
 16MAY2018        -0.8       -0.4       -0.2        0.1
 23MAY2018        -0.7       -0.2       -0.2        0.1
 30MAY2018        -0.6        0.0       -0.1        0.0
 06JUN2018        -0.8        0.0       -0.1        0.1
 13JUN2018        -0.8        0.1        0.1        0.3
 20JUN2018        -0.9        0.2        0.3        0.3
 27JUN2018        -0.8        0.4        0.3        0.3
 04JUL2018        -0.4        0.3        0.2        0.3
 11JUL2018        -0.6        0.2        0.2        0.2
 18JUL2018        -0.3        0.2        0.2        0.2
 25JUL2018        -0.4        0.2        0.2        0.1
 01AUG2018        -0.1        0.0        0.1        0.3
 08AUG2018        -0.3       -0.1        0.1        0.4
 15AUG2018        -0.1        0.1        0.2        0.5
 22AUG2018        -0.2        0.0        0.2        0.4
 29AUG2018        -0.4        0.0        0.1        0.2
 05SEP2018        -0.3        0.0        0.2        0.3
 12SEP2018         0.0        0.0        0.1        0.3
 19SEP2018        -0.2        0.0        0.1        0.2
 26SEP2018         0.1        0.3        0.3        0.3
 03OCT2018         0.2        0.5        0.6        0.6
 10OCT2018         0.1        0.7        0.7        0.7
 17OCT2018         0.0        0.4        0.5        0.6
 24OCT2018        -0.2        0.5        0.7        0.7
 31OCT2018         0.1        0.6        0.8        0.7
 07NOV2018         0.3        0.8        0.7        0.6
 14NOV2018         0.6        0.7        0.6        0.6
 21NOV2018         0.6        0.6        0.6        0.6
 28NOV2018         0.8        0.7        0.6        0.6
 05DEC2018         0.6        0.7        0.7        0.8
 12DEC2018         0.9        0.6        0.5        0.7
 19DEC2018         0.7        0.8        0.7        0.8
 26DEC2018         0.6        0.8        0.7        0.8
 02JAN2019         0.4        0.7        0.6        0.8
 09JAN2019         0.8        0.8        0.6        0.7
 16JAN2019         0.7        0.5        0.4        0.6
 23JAN2019         0.5        0.4        0.3        0.7
 30JAN2019         0.7        0.3        0.4        0.8
 06FEB2019         0.4        0.4        0.3        0.7
 13FEB2019         0.2        0.4        0.4        0.7
 20FEB2019         0.5        0.5        0.5        0.7
 27FEB2019         0.5        0.8        0.8        0.7
 06MAR2019         0.2        0.7        0.8        0.7
 13MAR2019         0.0        0.4        0.8        0.7
 20MAR2019         0.1        0.6        0.8        0.7
 27MAR2019        -0.3        0.4        0.6        0.5
 03APR2019        -0.2        0.3        0.6        0.4
 10APR2019         0.2        0.3        0.4        0.3
 17APR2019         0.0        0.5        0.5        0.3
 24APR2019        -0.1        0.5        0.6        0.3
 01MAY2019         0.0        0.5        0.6        0.4
 08MAY2019         0.0        0.4        0.6        0.5
 15MAY2019         0.0        0.1        0.3        0.4
 22MAY2019        -0.1        0.2        0.3        0.3
 29MAY2019        -0.6        0.4        0.5        0.4
 05JUN2019        -0.4        0.2        0.4        0.6
 12JUN2019        -0.2        0.1        0.4        0.5
 19JUN2019        -0.5        0.0        0.3        0.3
 26JUN2019        -0.5       -0.1        0.1        0.3
 03JUL2019        -0.7       -0.2        0.2        0.5
 10JUL2019        -0.7       -0.2        0.1        0.4
 17JUL2019        -0.9       -0.3        0.1        0.5
 24JUL2019        -1.2       -0.3        0.1        0.6
 31JUL2019        -1.3       -0.5        0.1        0.6
 07AUG2019        -1.1       -0.6       -0.1        0.5
 14AUG2019        -1.0       -0.5       -0.1        0.4
 21AUG2019        -0.5       -0.3       -0.2        0.3
 28AUG2019        -0.5       -0.4       -0.3        0.2
 04SEP2019        -0.7       -0.3       -0.4        0.2
 11SEP2019        -1.1       -0.6       -0.6        0.1
 18SEP2019        -1.5       -0.6       -0.1        0.6
 25SEP2019        -1.0       -0.5        0.1        0.7
 02OCT2019        -1.2       -0.2        0.2        0.6
 09OCT2019        -1.8       -0.4        0.1        0.6
 16OCT2019        -1.0       -0.2        0.2        0.6
 23OCT2019        -1.4       -0.2        0.3        0.6
 30OCT2019        -1.2        0.0        0.2        0.5
 06NOV2019        -0.7       -0.1        0.0        0.3
 13NOV2019        -0.7        0.0        0.2        0.5
 20NOV2019        -0.3        0.0        0.1        0.6
 27NOV2019        -0.2       -0.1        0.0        0.4
 04DEC2019        -0.2       -0.2        0.0        0.4
 11DEC2019         0.0       -0.2       -0.1        0.4
 18DEC2019         0.1       -0.2       -0.1        0.5
 25DEC2019        -0.1       -0.2       -0.1        0.5
 01JAN2020        -0.7       -0.1        0.2        0.7
 08JAN2020        -0.4        0.0        0.1        0.6
 15JAN2020        -0.9       -0.4        0.0        0.5
 22JAN2020        -0.7       -0.5        0.0        0.5
 29JAN2020        -0.5       -0.6       -0.1        0.7
 05FEB2020        -0.3       -0.6       -0.2        0.7
 12FEB2020        -0.2       -0.4       -0.2        0.5
 19FEB2020        -0.3       -0.4        0.0        0.6
 26FEB2020        -0.2       -0.5       -0.2        0.5
 04MAR2020        -0.3       -0.8       -0.2        0.4
 11MAR2020        -0.5       -0.4       -0.1        0.3
 18MAR2020         0.1       -0.3        0.1        0.4
 25MAR2020         0.5       -0.4       -0.1        0.1
 01APR2020         0.0       -0.3       -0.1        0.1
 08APR2020        -0.2       -0.2       -0.1        0.2
 15APR2020        -0.7        0.1        0.1        0.1
 22APR2020        -0.5        0.0        0.0        0.0
 29APR2020        -0.2       -0.2       -0.3       -0.4
 06MAY2020        -0.2       -0.5       -0.6       -0.5
 13MAY2020        -0.2       -0.6       -0.9       -0.5
 20MAY2020        -0.7       -0.8       -0.9       -0.4
 27MAY2020        -1.3       -0.9       -0.9       -0.3
 03JUN2020        -1.0       -0.8       -0.8       -0.4
 10JUN2020        -1.1       -1.0       -0.9       -0.4
 17JUN2020        -1.4       -1.3       -0.8       -0.1
 24JUN2020        -1.4       -1.0       -0.5       -0.2
 01JUL2020        -1.2       -0.8       -0.5       -0.2
 08JUL2020        -1.5       -0.8       -0.3       -0.2
 15JUL2020        -1.5       -1.0       -0.6       -0.4
 22JUL2020        -1.3       -0.9       -0.6       -0.5
 29JUL2020        -1.5       -1.0       -0.9       -0.7
 05AUG2020        -1.5       -1.0       -1.0       -0.9
 12AUG2020        -1.1       -0.8       -1.0       -0.9
 19AUG2020        -0.9       -0.7       -0.9       -0.7
 26AUG2020        -1.0       -0.9       -0.9       -0.6
 02SEP2020        -1.0       -1.2       -0.8       -0.6
 09SEP2020        -1.1       -1.2       -0.9       -0.6
 16SEP2020        -0.9       -1.1       -0.9       -0.7
 23SEP2020        -0.9       -1.1       -1.1       -0.9
 30SEP2020        -1.1       -0.9       -1.0       -1.1
 07OCT2020        -1.0       -1.1       -1.1       -1.0
 14OCT2020        -0.7       -1.1       -1.4       -1.1
 21OCT2020        -0.9       -1.2       -1.6       -1.2
 28OCT2020        -1.2       -1.7       -2.1       -1.0
 04NOV2020        -1.2       -1.4       -1.9       -1.1
 11NOV2020        -0.7       -1.3       -1.4       -0.9
 18NOV2020        -0.6       -1.3       -1.4       -1.0
 25NOV2020        -0.7       -1.5       -1.6       -1.1
 02DEC2020        -0.9       -1.2       -1.6       -1.3
 09DEC2020        -0.6       -0.9       -1.4       -1.2
 16DEC2020        -1.0       -0.9       -1.1       -1.1
 23DEC2020        -1.2       -0.9       -1.1       -1.1
 30DEC2020        -1.6       -0.8       -1.2       -1.3
 06JAN2021        -1.1       -0.8       -1.2       -1.3
 13JAN2021        -0.9       -0.6       -1.1       -1.4
 20JAN2021        -1.0       -0.5       -1.0       -1.3
 27JAN2021        -0.5       -0.4       -0.9       -1.1
 03FEB2021        -0.6       -0.7       -1.0       -1.1
 10FEB2021        -0.6       -0.9       -1.1       -1.4
 17FEB2021        -0.5       -0.9       -1.0       -1.1
 24FEB2021        -0.8       -1.2       -1.3       -1.1
 03MAR2021        -0.5       -1.0       -1.0       -0.9
 10MAR2021         0.1       -0.4       -0.6       -0.6
 17MAR2021        -0.3       -0.6       -0.8       -0.5
 24MAR2021        -0.9       -0.8       -0.8       -0.5
 31MAR2021        -1.2       -1.0       -0.8       -0.5
 07APR2021        -1.1       -0.9       -0.7       -0.4
 14APR2021        -1.6       -0.9       -0.7       -0.3
 21APR2021        -1.4       -0.9       -0.8       -0.3
 28APR2021        -1.6       -1.0       -0.7       -0.1
 05MAY2021        -1.1       -0.9       -0.7       -0.1
 12MAY2021        -1.0       -0.7       -0.6       -0.1
 19MAY2021        -0.7       -0.7       -0.5       -0.2
 26MAY2021        -0.8       -0.6       -0.5       -0.2
 02JUN2021        -0.7       -0.4       -0.4       -0.3
 09JUN2021        -0.2       -0.3       -0.2       -0.1
 16JUN2021         0.0       -0.3       -0.3       -0.3
 23JUN2021        -0.1       -0.3       -0.2       -0.1
 30JUN2021        -0.3       -0.2       -0.2       -0.3
 07JUL2021        -0.2       -0.4       -0.3       -0.3
 14JUL2021         0.0       -0.3       -0.4       -0.6
 21JUL2021         0.3       -0.4       -0.6       -0.6
 28JUL2021         0.1       -0.6       -0.7       -0.4
 04AUG2021         0.1       -0.8       -0.7       -0.4
 11AUG2021        -0.5       -0.6       -0.5       -0.2
 18AUG2021        -0.3       -0.5       -0.6       -0.3
 25AUG2021        -0.3       -0.4       -0.7       -0.5
 01SEP2021        -0.2       -0.4       -0.6       -0.6
 08SEP2021        -0.1       -0.5       -0.4       -0.6
 15SEP2021        -0.2       -0.5       -0.6       -0.8
 22SEP2021         0.2       -0.5       -0.6       -0.9
 29SEP2021         0.1       -0.4       -0.8       -1.1
 06OCT2021        -0.1       -0.5       -0.9       -1.1
 13OCT2021        -0.5       -0.9       -1.1       -0.9
 20OCT2021        -0.8       -1.1       -1.2       -0.9
 27OCT2021        -0.7       -1.1       -1.4       -0.8
 03NOV2021        -0.7       -0.8       -1.3       -1.1
 10NOV2021        -0.7       -0.9       -1.2       -1.1
 17NOV2021        -1.3       -1.2       -1.2       -1.0
 24NOV2021        -1.2       -1.2       -1.0       -1.0
 01DEC2021        -1.3       -1.4       -1.2       -1.0
 08DEC2021        -1.6       -1.5       -1.3       -1.1
 15DEC2021        -1.8       -1.4       -1.3       -1.3
 22DEC2021        -1.7       -1.4       -1.3       -1.1
 29DEC2021        -1.5       -1.6       -1.4       -0.7
 05JAN2022        -1.1       -1.6       -1.3       -0.6
 12JAN2022        -0.7       -1.5       -1.2       -0.5
 19JAN2022        -0.9       -1.7       -1.2       -0.5
 26JAN2022        -1.1       -1.6       -1.0       -0.3
 02FEB2022        -1.5       -1.4       -0.9       -0.4
 09FEB2022        -1.7       -1.5       -0.9       -0.2
 16FEB2022        -1.7       -1.4       -1.0       -0.4
 23FEB2022        -1.7       -1.6       -1.2       -0.6
 02MAR2022        -1.2       -1.5       -1.3       -0.7
 09MAR2022        -0.7       -1.2       -1.3       -0.9
 16MAR2022        -0.2       -1.0       -1.4       -1.1
 23MAR2022        -0.7       -0.7       -1.2       -1.1
 30MAR2022        -1.0       -0.7       -1.1       -0.9
 06APR2022        -1.2       -0.8       -1.2       -1.1
 13APR2022        -1.5       -1.1       -1.2       -1.0
 20APR2022        -2.1       -1.2       -1.2       -0.9
 27APR2022        -1.8       -1.4       -1.4       -1.4
 04MAY2022        -1.5       -1.2       -1.5       -1.4
 11MAY2022        -1.6       -1.1       -1.4       -1.2
 18MAY2022        -1.2       -1.1       -1.3       -0.9
 25MAY2022        -0.8       -1.0       -1.3       -1.0
 01JUN2022        -0.9       -1.0       -1.2       -0.9
 08JUN2022        -1.5       -0.9       -0.9       -0.8
 15JUN2022        -1.6       -0.8       -0.9       -0.8
 22JUN2022        -1.7       -0.7       -0.8       -0.8
 29JUN2022        -1.4       -0.6       -0.6       -0.9
 06JUL2022        -1.2       -0.4       -0.6       -1.0
 13JUL2022        -1.1       -0.3       -0.6       -1.1
 20JUL2022        -1.2       -0.4       -0.7       -1.0
 27JUL2022        -1.0       -0.5       -0.9       -1.1
 03AUG2022        -0.6       -0.6       -1.1       -1.1
